item_id,meeting_id,action_type,vote_detected,project_matches,review_reason,item_text
419,85,Administrative,True,,No location name/address matched,"Approved agenda with the deletion of the Financial Reports from the Consent Agenda and will be presented June 5th Council meeting. Final Action Agenda/Minutes are supplemented by audio and video recordings of the meetings, as well as transcripts. Video recordings of Village Council meetings from June 8, 2016, forward, as well as agendas, staff reports, resolutions, ordinances, and other documents related to the meetings can be viewed online at https://estero-fl.gov/agendas/ at the corresponding meeting date"
420,85,Consent Agenda,True,,No location name/address matched,Approved consent agenda
421,85,Resolution,True,,No location name/address matched,Approved Resolution No. 2024-05
422,85,Contract Approval,True,,No location name/address matched,Approved the Village Manager to execute the High-5 Public Improvement Agreement
423,85,Vote,True,,No location name/address matched,Approved that Wright Construction Group is granted a Notice to Proceed on their phase 1 construction costs based on GMP#1
424,85,Ordinance,True,,No location name/address matched,"Passed First Reading of Ordinance No. 2024-06 and set second reading for June 5, 2024"
425,86,Vote,True,,No location name/address matched,Approved the agenda
426,86,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
427,86,Ordinance,True,,No location name/address matched,Passed Ordinance No. 2017-06 for first reading
428,86,Ordinance,True,,No location name/address matched,Passed Ordinance No. 2017-03 for first reading
429,86,Vote,True,,No location name/address matched,"Approved a3-month trial period to place full-page articles in Estero Life Magazine, beginning with the July 2017 issue"
430,87,Administrative,True,,No location name/address matched,Approved agenda with the deletion of 12(b) from the agenda
431,87,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
432,87,Contract Approval,True,,No location name/address matched,"Approved the Agreement for Sale of Mitigation Bank Credits with Corkscrew Mitigation, LLC for 0.83 credits at a cost of $157,700, and authorize the Village Manager to sign the agreement and other additional implementing documents within the scope of the agreement on behalf of the Village of Estero Council"
433,87,Ordinance,True,,No location name/address matched,Passed second reading of Ordinance No. 2023-05
434,88,Vote,True,,No location name/address matched,"Approved the agenda, with a revision to address Agenda Item 4 (b)(l) prior to 4 (a)(l)"
435,88,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
436,88,Ordinance,True,,No location name/address matched,"Adopted Ordinance No. 2016-05, amending the Commercial Planned Development Zoning Resolution No. Z-09-037, Section 2.B, as revised by including a statement that this approval is unique to this particular petition and is not to be considered a precedent in other matters"
437,88,Ordinance,True,,No location name/address matched,"Approved first reading of Ordinance No. 2016-06 and advanced to second reading and public hearing on June 1, 2016"
438,88,Resolution,True,,No location name/address matched,Adopted Resolution No. 2016-10 establishing a Village Credit Card Account with SunTrust
439,88,Contract Approval,True,,No location name/address matched,"Awarded RFP 2016-01 - Village Traffic Study to Kimley-Horn and authorized the Village Manager, with the assistance of staff, to negotiate a contract to be reviewed by Council at a later date"
440,88,Vote,True,,No location name/address matched,"Approved the letter of support to be sent to Office of Environmental Services Division of State Lands, Department of Environmental Protection as revised with the language suggested by Mayor Batos"
441,88,Contract Approval,False,Budget / Capital Improvement,No location name/address matched,"No one on the Council shall participate in discussions about the issues involving roads and continuation of the Interlocal Agreement in the second budget year, except for the Village Manager, until the Council has had a public discussion/workshop and Council decides to delegate authority to one Councilmember"
442,89,Administrative,True,,No location name/address matched,"Approved agenda to move up agenda item 7 (i) to 10:45 to allow Councilmember Ribble to participate in the discussion. Final Action Agenda/Minutes are supplemented by audio and video recordings of the meetings, as well as transcripts. Video recordings of Village Council meetings from June 8, 2016, forward, as well as agendas, staff reports, resolutions, ordinances, and other documents related to the meetings can be viewed online at https://estero-fl.gov/agendas/ at the corresponding meeting date"
443,89,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
444,89,Resolution,True,Budget / Capital Improvement,No location name/address matched,"Approved Resolution 2022-09, to amend the 2021-2022 Fiscal Year Budget to recognize increased revenues and increased expenditures for capital projects and debt retirement"
445,89,Resolution,True,,No location name/address matched,"Approved Resolution 2022-10, providing authority to pay off the 2019 series debt early, during fiscal year 2021-2022"
446,89,Resolution,True,,No location name/address matched,Approved Resolution No. 2022-13
447,89,Resolution,True,,No location name/address matched,Approved Resolution No. 2022-14
451,89,Contract Approval,True,Septic to Sewer; Broadway Avenue Utility Extension,No location name/address matched,"Approved the contract with Tetra Tech, Inc. to provide design and permitting services for Broadway Ave. East UEP in the amount of $1,134,239, approve a contingency fund amount of $114,000 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contract with Tetra Tech, Inc., and any other related ancillary documents on behalf of the Village Council"
452,89,Vote,True,,No location name/address matched,Motion Failed
453,89,Resolution,True,,No location name/address matched,Approved Resolution No. 2022-16
454,89,Ordinance,True,,No location name/address matched,"Passed first reading of Ordinance 2022-03 and set second reading for June 1, 2022"
455,89,Vote,True,,No location name/address matched,"Approved the applicant requested - continuance until the June 15, 2022, Council meeting"
456,90,Administrative,True,,No location name/address matched,Approved agenda
457,90,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
458,90,Vote,True,,No location name/address matched,Approved the final plat
459,91,Resolution,True,,No location name/address matched,"1. Resolution requiring the recognition and evaluation of flood or flood-related hazards in all official actions relating to land use and development. 8(E) Mr. Ribble moved approval, seconded by Ms. Errington, called and carried unanimously via roll call vote. RESOLUTION NO. 2015-29 2. Resolution implementing performance measures to achieve eligibility for CRS. Mr. Wilson moved approval, seconded by Mr. Ribble, called and carried unanimously via roll call vote. RESOLUTION NO. 2015-30 3. Interlocal Agreement Attorney Saunders requested authorization to determine whether the agreement was necessary; and, if so, negotiate terms with the County and bring back an interlocal agreement dealing with flood plain management. Ms. Errington so moved, seconded by Mr. Boesch, called and carried unanimously. 4. Retention of Consultant Attorney Saunders requested authorization for Interim Village Manager Peter Lombardi to negotiate an agreement with Lori Lehr of J.R. Evans Engineering to bring back to Council for approval. Mr. Brown so moved, seconded by Ms. Errington, called and carried unanimously. Vice-Mayor Levitan pointed out that no determination had been made of the financial impact on residents if the rate were to increase. Mr. Overmyer reported that residents of unincorporated Lee County saved over $15 million per year and that Estero represented a large portion of that amount. Additional discussion occurred regarding requirements for individual flood insurance and updating of floodplain maps. The Mayor requested a motion to authorize the Interim Village Manager to negotiate a contract with Lori Lehr of J. R. Evans Engineering. Vice-Mayor Levitan so moved, seconded by Mr. Brown called and carried unanimously. 8(F) RESOLUTION -- Resolution Adopting Performance Measures for Participation in the Community Rating System (CRS) Program ITEMS 8(E) AND 8(F) WERE DISCUSSED SIMULTANEOUSLY. SEE DISCUSSION ABOVE. 8(G) RESOLUTION - Resolution Adopting Public Records Fees Mayor Batos noted that proposed fees were listed on Exhibit A to the resolution. There were no comments from the Council members. The Mayor called for"
