Filename,Meeting Date,ArcGIS_Date,Meeting Type,Location,Start Time,End Time,Action Taken,Staff Code,Status,Document_Link
06012022 minutes.pdf,"June 1, 2022",2022-06-01,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,"Approved agenda. | Approved the Consent Agenda . | Approveda Joint Resolution with Lee County for participation in CDBG and related Programs, authorize Mayor to sign and forward to Lee County. | Approved termination as of June 1, 2022, CN 2020- 01 Miscellaneous Professional Services to allow for the immediate use of the firms approved under CN 2022- 06. | Approved the recommendation of the evaluation committee to select all 36 consulting firms that submitted Letters of Interest under CN 2022- 06, for a contract period of three (3) years (with the option at | Authorize d the Village Manager to execute agreements for individual projects as needed at or below $50,",DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/06012022%20minutes.pdf
Cancel 042716 Council Meeting.pdf,"April 27, 2016",2016-04-27,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,,Meeting Cancelled,,Cancelled,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/Cancel%20042716%20Council%20Meeting.pdf
12062023 minutes.pdf,"JANUARY 3, 2024",2024-01-03,Village Council,"River Oaks Preserve, Estero, FL",9:30 am,11:59 am,"Approved consent agenda. | Approved Construction Manager At Risk agreement between Village of Estero and Wright Construction Group, Inc. and to authorize the Village Manager to execute the agreement and any related documents or amendments as may be necessary, except for the Guaranteed Maximum Price amendment, which will be approved by | Approved award of Supplemental Task Authorization 02 to Contract EC 2022-35 to Kimley Horn to provide preliminary design services for the River Oaks Preserve for $97,900, approve a $10,000 contingency for additional services that may be required to complete the project, and Village",ON/IN,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/12062023%20minutes.pdf
060717 Council Meeting Approved Minutes.pdf,"June 8, 2016",2016-06-08,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,Approved the agenda. | Approved the Consent Agenda. | Adopted Resolution No. 2017-13. | Adopted Resolution No. 2017-14. | Adopted Resolution No. 2017-15. | Approved (1) Waiver to competitive bidding procedures; and (2) Agreement with J.R. Evans Engineering for continuing consulting services related to the Village's participation in the National Flood Insurance Program (NFIP) and Community Rating System (CRS) program.,DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/060717%20Council%20Meeting%20Approved%20Minutes.pdf
10182023 minutes.pdf,"October 18, 2023",2023-10-18,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,Approved consent agenda with agenda.,OV/AG,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/10182023%20minutes.pdf
04052023 minutes.pdf,"APRIL 19, 2023",2023-04-19,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,Approved the Consent Agenda . | A dopted Resolution No. 2023- 07. Village | A dopted Resolution No. 2023- 08.,ON/CO,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/04052023%20minutes.pdf
2019-07-10 Council Meeting Approved Minutes.pdf,"June 8, 2016",2016-06-08,Village Council,"Coconut Road, Estero, FL",9:30 am,Unknown,"Approved the agenda with revisions. | Approved the Consent Agenda, pulling Agenda Item 4 (c) First Reading of Ordinances Amending/Repealing Lee County Regulations for discussion under Agenda Item (5). | Passed first reading of Ordinances No. 2019-14 through 201 9-20 and schedules second reading and | Authorized the Village Manager to sign the letter of support to Ms. Rona Kay Cradit, Bureau Chief, Office of Criminal Justice Grants, Florida Department of Law Enforcement. | 1) Approved the contract with Kisinger Campo & Associates, Corp.to provide professional engineering services to proceed with the design and permitting services work required for the Coconut Road Crosswalks and Drainage Impr",DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/2019-07-10%20Council%20Meeting%20Approved%20Minutes.pdf
021016 Council Regular Meeting Approved Minutes.pdf,"MARCH 16, 2016",2016-03-16,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,"Approved the agenda. | Approved the Consent Agenda, revising minutes as necessary. | Appointed Robert King as Village CAC Representative to MPO. | Accepted the letter of resignation from Jeffrey Mass dated January 12, 2016 and directed the Village Clerk to advertise the vacancy and solicit applications. | Adopted Resolution 2016-05 as amended. | Authorized the Mayor to sign the letter and approved and endorsed the white paper entitled ""Caloosahatchee Watershed Regional Water Management Issues."" | Adopted Resolution No. 2016-04.",DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/021016%20Council%20Regular%20Meeting%20Approved%20Minutes.pdf
031715 Regular Meeting Minutes.pdf,"MARCH 17, 2015",2015-03-17,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,,ES/FL,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/031715%20Regular%20Meeting%20Minutes.pdf
09092021 Minutes.pdf,"June 8, 2016",2016-06-08,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,6:55 pm,"Approved the consent agenda. | Approved the Development Order with the additional modifications shown on the attached plan. | Approved Supplemental Task Authorization (STA)-2 under RFQ 2019-03 Miscellaneous Contractor Services to Pavement Maintenance, LLC for the engagement of a Contractor to acquire and install bus benches at four (4) locations (Pine Tree Lane, S herrill Lane, Leuttich Lane, and Poinciana Avenue) along BroadwayAvenue West at a total cost of $60,008.22, approve a contingency fund amount of $6,000 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, an d authorize the Village Manager to execute the STA on behalf of the Village",DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/09092021%20Minutes.pdf
10272021 minutes.pdf,"October 27, 2021",2021-10-27,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,Approved agenda.,DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/10272021%20minutes.pdf
03202024 minutes.pdf,"APRIL 3, 2024",2024-04-03,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,11:19 am,"Approved consent agenda. | Approved EC 2023- 38 STA -02 in the amount of $203,782 for Hagerty Consulting, Inc. to assist the Village of Estero in preparing and submitting CDBG -DR Infrastructure Grant applications, approve a $20,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero | Approved EC 2024- 27 Chris -Tel Construction Piggyback Agreement for Construction Manager at Risk services and to authorize the Village Manager to execute the agreement and any related documents or amendments as may",DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/03202024%20minutes.pdf
07022025.pdf,"July 2, 2025",2025-07-02,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,10:50 am,Approved consent agenda. | Adopted Resolution No. 2025-10. | Adopted Resolution No. 2025-11. | Passed first reading of Ordinance No. 2025-07 and set second reading and,DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/07022025.pdf
071015 Workshop Approved Minutes.pdf,,,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,,,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/071015%20Workshop%20Approved%20Minutes.pdf
12182024 minutes.pdf,"June 8, 2016",2016-06-08,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,Approved agenda.,DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/12182024%20minutes.pdf
061720 Council Meeting Minutes.pdf,"June 8, 2016",2016-06-08,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,"Approved the agenda. | Approved the Consent Agenda. | Authorized the Village Manager to execute the contract and any other related ancillary documents on behalf of the Village of Estero | Approved Resolution No.2020-08, which authorizes the Mayor to sign the purchase agreement and sale agreement and authorizes the Village Manager and Village Attorney to complete any necessary due diligence or other actions to consummate and close the purchase and sale of the properties in accordance with terms of the Purchase and Sale Agreements. | Approved Resolution No.2020- 09 Naming Steve Sarkozy Acting Village Clerk. | Appointed Barry Freedman and Jim Wallace to an interim term through March 31, 2021, o",DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/061720%20Council%20Meeting%20Minutes.pdf
09082022 minutes.pdf,"September 8, 2022",2022-09-08,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,"Approved Resolution No. 2022- 23. | Approved Resolution No. 2022- 24. | Approved agenda . | Adopted Resolution No. 2022- 25. | Approved Supplemental Task Authorization (STA) -28 under RFQ 2019- 03 Miscellaneous Contractor Services to P & T Lawn and Tractor Service, Inc. for the engagement of a Contractor to construct and ins tall a monument sign on Imperial Parkway (in the roadway median at the Village’s southern limits approximately 645 feet south of Salerno Bay Road) at a total cost of $58,941.50, approve a contingency fund amount of $5,890 (an amount equal to 10% of the tot al project cos t) to cover unforeseen circumstances which may occur, and authorize the Villa",ON/CO,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/09082022%20minutes.pdf
09232020 Council Meeting Minutes.pdf,"OCTOBER 7, 2020",2020-10-07,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,Approved the Agenda with the deletion of 7b. Village | Approved the Consent Agenda. | Adopted Resolution No. 2020-20 | Adopted Resolution No. 2020-21. | Adopted Resolution No. 2020-19. | Approv ed the Interlocal Agreement with Lee County for CARES Act Reimbursement Funding.,DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/09232020%20Council%20Meeting%20Minutes.pdf
05072025.pdf,"MAY 21, 2025",2025-05-21,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,12:36 pm,"Approved consent agenda . | Approved send ing notification letter and affidavit signed by Mayor to Florida Department of Commerce . | Approved the award of Contract 25035 with LandDesign, Inc. to prepare the Village of Estero Eco -Historic planning study for $430,000, approve a $43,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero | Approved the award of landscaping, mowing and irrigation services for Village roadways for P & T Lawn & Tractor, for an amount not to exceed $2,896,517.52 annuall",DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/05072025.pdf
12132023 minutes.pdf,"December 13, 2023",2023-12-13,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,"Affirm ed the decision of the Planning Zoning & Design Board to issue the development order , including the conditions that have been set fo rth therein.",TS/AF,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/12132023%20minutes.pdf
2019-02-06 Council Meeting Approved Minutes.pdf,,,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,,,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/2019-02-06%20Council%20Meeting%20Approved%20Minutes.pdf
070616 Council Meeting Approved Minutes.pdf,"AUGUST 17, 2016",2016-08-17,Village Council,"Estero River and Koreshan State Park, Estero, FL",9:30 am,Unknown,Approved the agenda. | Approved the Consent Agenda. | Passed first reading and advanced Ordinance No. 2016-08 to second reading and | Passed the first reading of Ordinance No. 2016-09. | Adopted Resolution No. 2016-17 with corrections to minor typos and inclusion of additional bullet points: Changing the name of the Koreshan State Park to Estero River/Koreshan Historic Site State Park; Exploring environmental research facilities and environmental restoration through the Florida Gulf Coast University Environmental Studies Group.,DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/070616%20Council%20Meeting%20Approved%20Minutes.pdf
2020-01-29 Council Meeting Approved Minutes.pdf,"June 8, 2016",2016-06-08,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,"Approved Ordinance No. 2019-29 with revisions: (1) Condition 8 - add the following language: """,DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/2020-01-29%20Council%20Meeting%20Approved%20Minutes.pdf
Cancel 020316 Council Meeting.pdf,"February 3, 2016",2016-02-03,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,,Meeting Cancelled,,Cancelled,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/Cancel%20020316%20Council%20Meeting.pdf
01192022 minutes.pdf,"June 8, 2016",2016-06-08,Village Council,"Via Coconut Point and Sandy Lane, Estero, FL",9:30 am,12:44 pm,"Approved to permit | Approved agenda. | Approved the Consent Agenda with the revision of the minutes. | Adopted the lien mitigation request from DK Realty Group-Sub, LLC releasing any outstanding liens against the Property in exchange for payment of a reduced fine of $49,000.00 and $296.85 for administrative costs. | Approved award of Request for Bid No. RFB 2021-04, Sandy Lane and Via Coconut Point Bridge Rehabilitation to Thomas Marine Construction, Inc. to perform the rehabilitation work at a cost of $349,851, approve a contingency fund amount of $35,000 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager",DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/01192022%20minutes.pdf
07152020 Council Meeting Minutes.pdf,"June 8, 2016",2016-06-08,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,11:43 am,Move to adopt Ordinance No. 2020-04 with | Adopt Ordinance No. 2020-03 with,DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/07152020%20Council%20Meeting%20Minutes.pdf
2020-02-05 Council Meeting Approved Minutes.pdf,"June 8, 2016",2016-06-08,Village Council,"Estero Parkway, Estero, FL",9:30 am,Unknown,"Approved the agenda as revised, pulling Agenda Item 6 (b) CN-2018-02 Miscellaneous Professional Services (Construction Engineering and Inspection Services for Estero Parkway Roadway and Landscape Improvements). | (1) Approved Amendment Two to Contract EC 2017-28 increasing the total contract by $96,900 from $792,724 to a Not to Exceed amount $853,624. (2) Authorized the Village Manager to execute the amendment and any other ancillary documents on behalf ofthe | Reduced the fine to $0 and charged the administrative costs of $201.20.",DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/2020-02-05%20Council%20Meeting%20Approved%20Minutes.pdf
10022020 Council Meeting Minutes.pdf,"June 8, 2016",2016-06-08,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,12:45 pm,Approved to permit | Approved agenda. | Approved the Consent Agenda. | Approve Ordinance No. 2020-08 NPDES Illicit Discharge Ordinance Village | Approved Ordinance No. 2020-08 NPDES Illicit Discharge Ordinance,DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/10022020%20Council%20Meeting%20Minutes.pdf
030917 Council Workshop Approved Minutes.pdf,"June 8, 2016",2016-06-08,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,Approved the agenda.,DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/030917%20Council%20Workshop%20Approved%20Minutes.pdf
201910-02 Council Meeting Approved Minutes.pdf,"June 8, 2016",2016-06-08,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,"Approved the agenda. | Adopted Resolution No. 2019-21 with an effective date of September 1, 2019. | Adopted Ordinance No. 2019-28. | Adopted Ordinance No. 2019-14. | Adopted Ordinance No. 2019-15 | Adopted Ordinance No. 2019-16. | Adopted Ordinance No. 2019-17 | Adopted Ordinance No. 2019-18 with a correction on line #1311 leaving the word sheriff in. | Adopted Ordinance No. 2019-19. | Adopted Ordinance No. 2019-2020.",DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/201910-02%20Council%20Meeting%20Approved%20Minutes.pdf
071917 Council Meeting Approved Minutes.pdf,"June 8, 2016",2016-06-08,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,"Approved the agenda. | Approved the Consent Agenda. | Discussion will be continued at the second hearing on August 2, 2017. | Adopted Ordinance No. 2017-03 with the revision to the second ""Whereas"" replacing ""prior to the incorporation of the Village"" with ""prior to March 17, 2015."" | Appointed Vice Mayor Ribble as the voting delegate for the Village of Estero for the 2017 Florida League of Cities annual conference and business meeting and adopted Resolution No. 2017-17. | Adopted Resolution No. 2017-18 authorizing the waiving of competitive bidding procedures and authorizing the Village Manager to execute an agreement with Windham Studio, Inc. for landscape design services. | Membership wil",DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/071917%20Council%20Meeting%20Approved%20Minutes.pdf
110117 Council Meeting Approved Minutes.pdf,"June 8, 2016",2016-06-08,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,"Approved the agenda as amended, adding agenda item 6 (c) Letter to President Trump. | Approved the Consent Agenda. | Approved the Interlocal Agreement with Lee County for Stray Animal Control Services. | Approved the amended 2018 Village of Estero Legislative Priorities. | Approved a letter to President Trump regarding continued support for the repairs to the Herbert Hoover Dike and moving forward on the Everglades restoration projects, signed by the Mayor. | Passed first reading and scheduled second reading/ | Passed first reading and scheduled second reading/",DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/110117%20Council%20Meeting%20Approved%20Minutes.pdf
12042024 minutes.pdf,"DECEMBER 18, 2024",2024-12-18,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,11:19 am,Approved consent agenda. | Approved the final Sports Park Master Plan . | Approved m otion to accept the Standard & Poor’s General Obligation Bond Rating for the Village of Estero.,DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/12042024%20minutes.pdf
102115 Regular Meeting Approved Minutes.pdf,"OCTOBER 21, 2015",2015-10-21,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,,SS,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/102115%20Regular%20Meeting%20Approved%20Minutes.pdf
Cancel 110415 Council Meeting.pdf,"November 4, 2015",2015-11-04,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,,Meeting Cancelled,,Cancelled,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/Cancel%20110415%20Council%20Meeting.pdf
112917 Council Comp Plan Workshop Approved Minutes.pdf,"June 8, 2016",2016-06-08,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,Approved the agenda.,DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/112917%20Council%20Comp%20Plan%20Workshop%20Approved%20Minutes.pdf
010417 Council Meeting Approved Minutes.pdf,"June 8, 2016",2016-06-08,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,"Approved the agenda as revised: pulled agenda item 3 (b) from the Consent Agenda and rescheduled for the January 18, 2017 | Approved the consent agenda as revised; agenda item 3 pulled and rescheduled for the January 18, 2017 meeting. | Adopted Resolution No. 2017-02. | Adopted Resolution No. 2017-03 and approved the agreement between the Village and Pritchard Construction LLC as amended. | Approved the Traffic Signal Maintenance Agreement with Lee County | Passed first reading and set second reading and | Passed second reading and adopted Ordinance No. 2016-15. | Passed second reading and adopted Ordinance No. 2016-16.",DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/010417%20Council%20Meeting%20Approved%20Minutes.pdf
090617 Council Special Emergency Meeting Approved Minutes.pdf,"June 8, 2016",2016-06-08,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,"Authorized Vice Mayor Ribble, | Adopted Resolution No. 2017-26. | Approved Disaster Recovery Services RFB 2017-03 award to CrowderGulf, LLC, and authorized the Village Manager to decide the standardized contract for that purpose. | Approved Disaster Debris Monitoring RFB 2017-02 award to Rostan Solutions, LLC and authorized the Village Manager to decide the standardized contract for that purpose. | Approved the Interlocal Agreement with Estero Fire Rescue for fire services. | Approved the Interlocal Agreement with San Carlos Park Fire Protection & Rescue Services District for fire services.",DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/090617%20Council%20Special%20Emergency%20Meeting%20Approved%20Minutes.pdf
05172023  minutes.pdf,"JUNE 7, 2023",2023-06-07,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,Approved the Consent Agenda . Vot e: (Roll Call) Aye: | Pass ed second reading of Ordinance No. 2023- 05. Village,ON/CO,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/05172023%20%20minutes.pdf
2020-03-18 Council Meeting Approved Minutes.pdf,"MAY 27, 2020",2020-05-27,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,"Approved the Comprehensive Annual Financial Report. | Adopted Resolution No. 2020-02. | 1) Approved award ofRequest for Bids No. RFB 2020-04 Street Sweeping for the Village ofEstero to USA Services ofFlorida, Inc. to provide street sweeping services as provided in the contract for a one-year period, at the rates listed in the contract. 2) Authorized the Village Manager to execute the contract documents on behalfofthe Village ofEstero | Authorized the Village Manager to proceed to litigation and directed | Adopted Resolution No. 2020-03 with the recognition that | The Village Manager, with consultation with the Mayor, will determine when the next substantive",DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/2020-03-18%20Council%20Meeting%20Approved%20Minutes.pdf
Cancel May 6 Council Meeting.pdf,,,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,,Meeting Cancelled,,Cancelled,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/Cancel%20May%206%20Council%20Meeting.pdf
022817 Joint Workshop with Bonita Springs City Council Approved Minutes.pdf,"June 8, 2016",2016-06-08,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,,DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/022817%20Joint%20Workshop%20with%20Bonita%20Springs%20City%20Council%20Approved%20Minutes.pdf
071316 Council Meeting Approved Minutes.pdf,"AUGUST 17, 2016",2016-08-17,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,"Approved the agenda, added agenda item 4 (b) to discuss a letter received from Commissioner Kiker, and continued agenda item 6 (b) to a future | Adopted Resolution No. 2016-08. | Adopted Resolution No. 2016-19. | Adopted Resolution No. 2016-20. | Appointed a | The case was continued to a future date. | Adopted Ordinance No. 2016-08 with revisions and additions to conditions and adopting findings:",DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/071316%20Council%20Meeting%20Approved%20Minutes.pdf
051517 Council Meeting Approved Minutes.pdf,,,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,,,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/051517%20Council%20Meeting%20Approved%20Minutes.pdf
121615 Regular Meeting Approved Minutes.pdf,,,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,,,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/121615%20Regular%20Meeting%20Approved%20Minutes.pdf
2019-09-18 Council Meeting Approved Minutes.pdf,"June 8, 2016",2016-06-08,Village Council,"Estero Parkway, Estero, FL",9:30 am,Unknown,"Approved the agenda. | Adopted Resolution No. 2019-16 with a rate of 0.7726 mills. | Adopted Resolution No. 2019-17. | Adopted Resolution No. 2019-18. | Adopted Resolution No. 2019-19. | Approved Option 2: Approved award of Request for Bids No. RFB 2019-06; Estero Parkway Roadway and Landscape Improvements to Cougar Contracting LLC at a Grand Total Cost of $7,262,000. Excluding the bidalternate for roadway lighting. Approved a contingency fund amount of $727,000 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur. The budget for Estero Parkway is $9,300,000 which would fully fund the total project costs of $8,973,000. Authorized the Village Ma",DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/2019-09-18%20Council%20Meeting%20Approved%20Minutes.pdf
04132022 minutes.pdf,"April 13, 2022",2022-04-13,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,"Approved agenda. Final Action Agenda/Minutes are supplemented by audio and vi deo recordings of the meetings, as well as transcripts. Video re cordings of Village",DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/04132022%20minutes.pdf
021517 Council Meeting  Approved Minutes.pdf,"June 8, 2016",2016-06-08,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,"Approved the agenda. | Approved the February 1, 2017 | The ""Whereas"" clause appointing a liaison will have no name in it and the clause will indicate that the | Adopted Resolution No. 2017-05 as amended: the third ""Whereas"" to read ""Whereas, the Village | Adopted Resolution No. 2017-06 supporting the Village ofEstero membership in the Charlotte Harbor National Estuary Program for a three year period, to be reauthorized annually, with an annual membership fee of $5,000, and appointing | Amended the recently approved Village | Continued first reading of Ordinance No. 2017-02.",DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/021517%20Council%20Meeting%20%20Approved%20Minutes.pdf
20191106 Council Meeting Approved Minutes.pdf,"June 8, 2016",2016-06-08,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,"Approved the agenda. | Adopted Resolution No. 2019-23 as provided by Section 163.08, F.S., to authorize the PACE program in the Village ofEstero for commercial properties and execute the following agreements: 1) Party Membership Agreement to the Florida Green Finance Authority; 2) Limited Purpose Party Membership Agreement with the Florida Resiliency and Energy District; 3) Non-Exclusive Interlocal Subscription Agreement Relating to the Funding and Financing of Qualifying Improvements by the Florida PACE Funding Agency; and 4) Membership Agreement with the Green Corridor Property Assessment Clean Energy (PACE) District. In addition, authorized the Mayor or the Village Manager to sign the agr",DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/20191106%20Council%20Meeting%20Approved%20Minutes.pdf
111615 Workshop Approved Minutes.pdf,,,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,,,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/111615%20Workshop%20Approved%20Minutes.pdf
11092022 minutes.pdf,"November 9, 2022",2022-11-09,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,5:49 pm,Approved agenda with the addition of a couple of Workshop items . | A pprove d Resolution No. 2022- 33 with the Mill rate 0.7500. | Approved Resolution No. 2022- 34.,ON/CO,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/11092022%20minutes.pdf
040616 Council Meeting Approved Minutes.pdf,"April 6, 2016",2016-04-06,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,"Approved the agenda. | Approved the Consent Agenda. | Adopted Ordinance No. 2016-03. | Adopted Resolution No. 2016-07 with the following Board Members and terms: Board Member 1. David Crawford 2. Anthony Gargano 3. Roger Strelow 4. Ned Dewhirst 5. Leonard ""Scotty"" Wood III, Chairman 6. James Tatooles 7. Marlene Naratil | Adopted Resolution No. 2016-08 with the following Board Members and terms: Board Member 1. ~~~~--'-W~·~S~c=o~tt~An...=cd=e=rs=o=n=--~~- 2. ~~~~~-W~il_h~·a=m~P~ry_.__s_i~~~~ 3. ~~~~~-P~ru~ty,<......c..W~h=i~te_h~ea~d~~~~ 4. ~~~~~---=B~a=rry'-.1---'J~o=n=es=c._~~~~ 5. Albert O'Donnell 6. ~~~-J~o~e~M~cH==arn==·s~,~C=h=a1=·rm~an=-~~ 7. ~~~~~-Wc.:...::.=il=li=am=-..cG=l=a=ss=--~~",DA/MI,Accepted,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/040616%20Council%20Meeting%20Approved%20Minutes.pdf
