Filename,Meeting Date,ArcGIS_Date,Meeting Type,Location,Start Time,End Time,Action Taken,Staff Code,Status,Document_Link
11152023 minutes.pdf,"November 15, 2023",2023-11-15,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,11:44 am,"Approved agenda | Approved consent agenda | Approved the ranking of construction management firms for RFP 2021-01 as recommended by the Village's selection committee. 1 - Wright Construction, 2 - Seagate, 3 - Manhattan, 4 - Brooks & Freund and authorize Village Staff to negotiate a contract with the top ranked firm | Approved Change Order Number 2 in the amount of $159,754.77 for Atkins to provide additional services to complete the design and permit of the Sandy Lake Bike/Ped Improvements | Passed first reading and set second reading for December 6, 2023 | Passed second reading of Ordinance No. 2023-03 with the recommended changes from the Planning Zoning and Design Board of changing the size of the accessory garage to 580 square feet instead of 500 square feet, strike the language ""may not exceed two doors and two bays"", and on page 2 number 2 change 240 square feet to 280 square feet",TD/CS,Accepted,https://your-website.com/estero-pdfs/11152023 minutes.pdf
111615 Workshop Approved Minutes.pdf,"November 16, 2015",2015-11-16,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,No action found,N/A,Accepted,https://your-website.com/estero-pdfs/111615 Workshop Approved Minutes.pdf
111616 Council Meeting Approved Minutes.pdf,"November 16, 2016",2016-11-16,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,12:52 pm,"Approved the agenda | Approved the Consent Agenda | Passed first reading of Ordinance No. 2016-14 | Scheduled second reading and public hearing for 9:30 a.m. on December 7, 2016 | Adopted Resolution No. 2016-35, creating a Special Revenue Fund for the building activity in fiscal year 2015-2016 and transfer $885,600 in budgeted revenue and $790,000 in budgeted expenditures from the General Fund to the Building Fee Special Revenue Fund | Adopted Resolution No. 2016-36, clarifying the effective date of October 1, 2015 for paid time off (vacation) and retirement contributions as provided in the 2015-2016 Budget and in the personnel policies | The Village will join the organization based on the fee waiver for the first year | Appointed Councilmember Wilson as the Village Council liaison to the Southwest Florida Regional Planning Council | Passed first reading and approved transmitting amendments to the state for further review | Passed first reading of Ordinance No. 2016-16",SS,Accepted,https://your-website.com/estero-pdfs/111616 Council Meeting Approved Minutes.pdf
11162022 minutes.pdf,"November 16, 2022",2022-11-16,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,12:53 pm,"Approved agenda | Approved the Consent Agenda | Approved Greater Estero Chamber of Commerce approval of financial support of $12,500 remaining balance for Strategic Plans for Future Growth and Impact | Approved Resolution No. 2022-35 | Approved Resolution No. 2022-36 | Approved Ordinance No. 2022-11 with conditions including the revision to condition 13 for Option 1 | Adopted Ordinance No. 2022-13 as amended by the ""Revised Option"" language in handout dated November 15, 2022 | Adopted Ordinance No. 2022-17",TD/CS,Accepted,https://your-website.com/estero-pdfs/11162022 minutes.pdf
11172021 minutes.pdf,"November 17, 2021",2021-11-17,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,12:08 pm,"Approved agenda | Approved the Consent Agenda | Approved Resolution No. 2021-23 | Passed First Reading and scheduled Second Reading for December 1, 2021 | Approved Ordinance No. 2021-12",TD/CS,Accepted,https://your-website.com/estero-pdfs/11172021 minutes.pdf
111815 Regular Meeting Approved Minutes.pdf,"November 18, 2015",2015-11-18,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,No action found,N/A,Accepted,https://your-website.com/estero-pdfs/111815 Regular Meeting Approved Minutes.pdf
11182020 Council Meeting Minutes.pdf,"November 18, 2020",2020-11-18,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,12:45 pm,"Approved the Agenda | Approved the Consent Agenda | Approved motion to transmit Ordinance 2020-07 to State for Review | Approved motion to pass the first reading of Ordinance 2020-08 | Approved motion to pass the first reading of Ordinance 2020-09 and schedule the second reading for December 2,2020 | Approved both contracts; one for masks with Full-Throttle Marketing and contract for testing with Lab 24, and an approval to pay Lab 24 the $90,000 deposit up front of the $120,000 expected total",TD/SS,Accepted,https://your-website.com/estero-pdfs/11182020 Council Meeting Minutes.pdf
11192025.pdf,"November 19, 2025",2025-11-19,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,11:26 am,"Approved agenda with the deletion of item 13b | Approved consent agenda | Approved the scoring ranking and award a mutually agreeable contract to the top scoring firm which is CBIZ CPAs P.C. to provide audit services for the Village. Should negotiations fail with the top scoring firm, authorize negotiations to begin with the second scoring firm and award a mutually agreeable contract and authorize the Village Manager to sign a contract and any other additional implementation documents within the scope of the contract on behalf of the Village of Estero Council and begin implementation of Audit Services to the awarded firm | Adopted Resolution No. 2025-23 | Adopted Resolution No. 2025-26 | Adopted Ordinance No. 2025-13 on first reading and schedule 2nd reading on December 3, 2025 | Approved Ordinance No. 2025-07 | Adopted Ordinance No. 2025-14",TD/CS,Accepted,https://your-website.com/estero-pdfs/11192025.pdf
11202024 minutes.pdf,"November 20, 2024",2024-11-20,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,12:03 pm,"Approved agenda with the addition of Workshop item regarding Sports Center | Approved consent agenda | Tabled Resolution No. 2024-21 | Adopted Resolution No. 2024-22 with the change to the fund balance carry-over for the driving range funds of $21,566 | Approved Task Order for permitting and engineering study services between the Village of Estero and JR Evans Engineering, P.A | Authorize the Village Manager to execute the Federally Funded Subaward and Grant Agreement for Hurricane Milton between the Village of Estero and the State of Florida | Approved Ordinance No. 2024-08",TD/CS,Accepted,https://your-website.com/estero-pdfs/11202024 minutes.pdf
112315 Workshop Approved Minutes.pdf,"November 23, 2015",2015-11-23,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,No action found,N/A,Accepted,https://your-website.com/estero-pdfs/112315 Workshop Approved Minutes.pdf
112917 Council Comp Plan Workshop Approved Minutes.pdf,"November 29, 2017",2017-11-29,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,10:36 am,Approved the agenda,SS,Accepted,https://your-website.com/estero-pdfs/112917 Council Comp Plan Workshop Approved Minutes.pdf
1182023 minutes.pdf,"January 18, 2023",2023-01-18,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,10:34 am,Motion to permit Mayor Errington to participate remotely in Zoom Presentation | Approved agenda | Approved the Consent Agenda,TD/CS,Accepted,https://your-website.com/estero-pdfs/1182023 minutes.pdf
12012021 minutes.pdf,"December 1, 2021",2021-12-01,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,10:52 am,Approved agenda | Approved the Consent Agenda | Passed Ordinance 2021-11,TD/CS,Accepted,https://your-website.com/estero-pdfs/12012021 minutes.pdf
120215 Regular Meeting Approved Minutes.pdf,"December 2, 2015",2015-12-02,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,No action found,N/A,Accepted,https://your-website.com/estero-pdfs/120215 Regular Meeting Approved Minutes.pdf
12022020 Council Meeting Minutes.pdf,"December 2, 2020",2020-12-02,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,12:45 pm,"Approved to permit Councilmembers Levitan, Wilson, and Vice-Mayor Errington to participate remotely in Zoom Presentation. Village Council Minutes - December 2,2020 Page 1 of 6 | Approved agenda | Approved the Consent Agenda | Approved motion for a continuance until December 9th meeting | Approved motion for a continuance until December 9 meeting, and if not ready to be continued until January 6th meeting | Approve Ordinance No. 2020-08 NPDES Illicit Discharge Ordinance Village Council Minutes - December 2,2020 Page 4 of 6 Staff Presentation/Comments: Steve Sarkozy, Village Manager Council Questions or Comments: None. Public Comment: None | Approved Ordinance No. 2020-08 NPDES Illicit Discharge Ordinance",TD/SS,Accepted,https://your-website.com/estero-pdfs/12022020 Council Meeting Minutes.pdf
12032025.pdf,"December 3, 2025",2025-12-03,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,10:21 am,"Approved agenda | Approved consent agenda | Adopted Resolution No. 2025-27 | Adopted Resolution No. 2025-28 | Adopted Resolution No 2025-24 and authorize the Village Manager to execute the related Interlocal Agreement with the Lee County Property Appraiser to administer the assessment process | Adopted Resolution No. 2025-25 and authorize the Village Manager to execute the related Interlocal Agreement with the Lee County Property Appraiser to administer the assessment process | Adopted Ordinance No. 2025-16 on first reading and to schedule a second reading and public hearing for December 17, 2025 | Adopted Ordinance No. 2025-13",TD/CS,Accepted,https://your-website.com/estero-pdfs/12032025.pdf
12042024 minutes.pdf,"December 4, 2024",2024-12-04,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,11:19 am,"Approved agenda | Approved consent agenda | Approved the final Sports Park Master Plan | Approved motion to accept the Standard & Poor's General Obligation Bond Rating for the Village of Estero | Approved motion to table the first reading as documents are not in final form | Approved motion to authorize the Village Manager to execute a settlement agreement to resolve the current litigation cases entitled Wyrofsky, et al. v. Village of Estero, et al., to the extent the settlement terms do not require the payment of Village funds or significant deviations from the previously-approved project terms",TD/CS,Accepted,https://your-website.com/estero-pdfs/12042024 minutes.pdf
120617 Council Meeting Approved Minutes.pdf,"December 6, 2017",2017-12-06,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,12:20 pm,"Approved the agenda | Approved the Consent Agenda | ( 1) Concurred with and approved the ranking of consultants for RFQ 2017-01 Village ofEstero Land Development Code Update as follows: Number 1 - Canin Associates; Number 2 - Clarion Associates; Number 3 - Johnson Engineering; Number 4 - The Mellgren Planning Group; Number 5 - Kimley-Hom and Number 6-Keith & Schnars; and (2) Authorized staff to negotiate a contract with the Number 1 ranked firm, Canin Associates, to provide professional consulting services to update the Village's transitional Land Development Code | Approved the five provided railroad crossing agreements and one provided general agreement | Approved the contract with OneSource Construction Company & Builders, Inc. in the amount of$155,667.76 for the labor, materials, and required ancillaries to provide a turnkey remodel of the 2nd floor of the Estero Village Hall under RFB 2017-01 and authorized the Village Manager to sign the contract | Adopted Resolution No. 2017-34, which provides 2017-2018 funding for the remodel of the 2nd floor of Village | Approved the contract and authorized Village Manager to sign the Legal Services Agreement with Smolker, Bartlett, Loeb, Hinds & Sheppard, P.A. for litigation services",SS,Accepted,https://your-website.com/estero-pdfs/120617 Council Meeting Approved Minutes.pdf
12062023 minutes.pdf,"December 6, 2023",2023-12-06,Village Council,"River Oaks Preserve, Estero, FL",9:35 am,11:59 am,"Approved agenda | Approved consent agenda | Approved Ordinance No. 2023-09 | Approved Ordinance No. 2023-08 | Approved motion to support and encourage the applicant, Mark Novitski, to represent Village of Estero at the Lee County MPO Citizen Advisory Committee Application (CAC) | Approved Construction Manager At Risk agreement between Village of Estero and Wright Construction Group, Inc. and to authorize the Village Manager to execute the agreement and any related documents or amendments as may be necessary, except for the Guaranteed Maximum Price amendment, which will be approved by Council, at a later date | Approved award of Supplemental Task Authorization 02 to Contract EC 2022-35 to Kimley Horn to provide preliminary design services for the River Oaks Preserve for $97,900, approve a $10,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the STA and other additional implementing documents within the scope of the STA on behalf of the Village of Estero Council",TD/CS,Accepted,https://your-website.com/estero-pdfs/12062023 minutes.pdf
120716 Council Meeting Approved Minutes.pdf,"December 7, 2016",2016-12-07,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,12:30 pm,"Approved the agenda | Approved the Consent Agenda | Concurred with the Competitive Negotiations staff review committee recommendation of award for CN 2016-02 and authorized the Village Manager to negotiate an agreement with the number one ranked firm of J .R. Evans Engineering to prepare the Village's Stormwater Master Plan. Village Council Meeting Final Action Agenda/Minutes - December 7, 2016 Page 2 of9 | Tabled until December 20, 2016 | Approved the mowing contract with Superior Landscaping and Lawn Service, Inc | Approved the landscaping contract with Hannula Landscaping & Irrigation, Inc | Approved the irrigation contract with P&T Lawn & Tractor Service, Inc | Approved the street sweeping contract with USA Services of Florida, Inc | Passed second reading and adopted Ordinance No. 2016-14 | Passed second reading and adopted Ordinance No. 2016-13, with additional requirement, drafted by Village Land Use Attorney Stroud, for a plat approval in Condition #3, supporting the Planning and Zoning Board decision",SS,Accepted,https://your-website.com/estero-pdfs/120716 Council Meeting Approved Minutes.pdf
12072022 minutes.pdf,"December 7, 2022",2022-12-07,Village Council,"Williams Road, Estero, FL",9:30 am,12:03 pm,"Motion to permit Councilmember Wilson to participate remotely in Zoom Presentation | Approved agenda | Approved the Consent Agenda | Approved initiation of the rezoning process for Village-owned property on the north side of Williams Road | Approved the contract with Vieste, LLC for the Williams Road Mixed- Use Development Project and authorize the Village Manager to execute the contract documents on behalf of the Village of Estero Council | Approved Resolution No. 2022-12 | Approved Resolution No. 2022-32 | Approved award of Supplemental Task Authorization 01 to Contract EC 2022-29 to Weston & Sampson to prepare a reclaimed water feasibly study for The Village of Estero for $70,500, approve a $7,100 contingency (10%) for additional services that may be required to complete the project, and authorize the Village Manager to sign the STA and other additional implementing, documents within the scope of the STA on behalf of the Village of Estero Council | Approved award of Supplemental Task Authorization 02 to Contract EC 2022-38 to Johnson Engineering to provide water monitoring services for The Village of Estero for $91,776, approve a $8,224 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the STA and other additional implementing documents within the scope of the STA on behalf of the Village of Estero Council",TD/CS,Accepted,https://your-website.com/estero-pdfs/12072022 minutes.pdf
12092020 Council Meeting Minutes.pdf,"December 9, 2020",2020-12-09,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,1:00 pm,Approved motion to approve agenda with the deletion of the December 2^ 2020 minutes | Approved the Consent Agenda | Adopted Resolution 2020-25 | Approved motion for a continuance until January 6th meeting | Approved motion to hold a Workshop on January 13th and the second reading of the Land Development Code on January 27t at 9:30 am,TD/SS,Accepted,https://your-website.com/estero-pdfs/12092020 Council Meeting Minutes.pdf
121115 Workshop Approved Minutes.pdf,"December 11, 2015",2015-12-11,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,No action found,N/A,Accepted,https://your-website.com/estero-pdfs/121115 Workshop Approved Minutes.pdf
12132023 minutes.pdf,"December 13, 2023",2023-12-13,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,12:37 pm,"Affirmed the decision of the Planning Zoning & Design Board to issue the development order, including the conditions that have been set forth therein",TD/CS,Accepted,https://your-website.com/estero-pdfs/12132023 minutes.pdf
121615 Regular Meeting Approved Minutes.pdf,"December 16, 2015",2015-12-16,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,No action found,N/A,Accepted,https://your-website.com/estero-pdfs/121615 Regular Meeting Approved Minutes.pdf
12172025.pdf,"December 17, 2025",2025-12-17,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,N/A,Meeting Cancelled,TD/CS,Cancelled,https://your-website.com/estero-pdfs/12172025.pdf
12182024 minutes.pdf,"December 18, 2024",2024-12-18,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,Approved agenda,SS,Accepted,https://your-website.com/estero-pdfs/12182024 minutes.pdf
122016 Council Meeting Approved Minutes.pdf,"December 20, 2016",2016-12-20,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,10:03 am,"Approved the agenda | Approved the Interlocal Agreement which formally transfers all responsibilities from the County to the Village effective January 7, 2017",SS,Accepted,https://your-website.com/estero-pdfs/122016 Council Meeting Approved Minutes.pdf
12302020 Council Meeting Minutes.pdf,"December 30, 2020",2020-12-30,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,Approved Motion to permit Councilmembers Levitan and Wilson to participate remotely in Zoom Presentation | Approved motion to approve agenda | Approved Amendment 1 to the CARES Act reimbursement Interlocal Agreement with Lee County,TD/SS,Accepted,https://your-website.com/estero-pdfs/12302020 Council Meeting Minutes.pdf
2019-01-09 Council Meeting Approved Minutes.pdf,"January 9, 2019",2019-01-09,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,No action found,N/A,Accepted,https://your-website.com/estero-pdfs/2019-01-09 Council Meeting Approved Minutes.pdf
2019-01-23 Council Meeting Approved Minutes.pdf,"January 23, 2019",2019-01-23,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,No action found,N/A,Accepted,https://your-website.com/estero-pdfs/2019-01-23 Council Meeting Approved Minutes.pdf
2019-01-30 Council Meeting Approved Minutes.pdf,"January 30, 2019",2019-01-30,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,No action found,N/A,Accepted,https://your-website.com/estero-pdfs/2019-01-30 Council Meeting Approved Minutes.pdf
2019-02-06 Council Meeting Approved Minutes.pdf,"February 6, 2019",2019-02-06,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,No action found,N/A,Accepted,https://your-website.com/estero-pdfs/2019-02-06 Council Meeting Approved Minutes.pdf
2019-02-20 Council Meeting Approved Minutes.pdf,"February 20, 2019",2019-02-20,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,No action found,N/A,Accepted,https://your-website.com/estero-pdfs/2019-02-20 Council Meeting Approved Minutes.pdf
2019-03-06 Council Meeting Approved Minutes.pdf,"March 6, 2019",2019-03-06,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,No action found,N/A,Accepted,https://your-website.com/estero-pdfs/2019-03-06 Council Meeting Approved Minutes.pdf
2019-03-20 Council Meeting Approved Minutes.pdf,"March 20, 2019",2019-03-20,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,No action found,N/A,Accepted,https://your-website.com/estero-pdfs/2019-03-20 Council Meeting Approved Minutes.pdf
2019-04-03 Council Meeting Approved Minutes.pdf,"April 3, 2019",2019-04-03,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,No action found,N/A,Accepted,https://your-website.com/estero-pdfs/2019-04-03 Council Meeting Approved Minutes.pdf
2019-04-24 Council Meeting Approved Minutes.pdf,"April 24, 2019",2019-04-24,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,No action found,N/A,Accepted,https://your-website.com/estero-pdfs/2019-04-24 Council Meeting Approved Minutes.pdf
2019-05-01 Council Meeting Approved Minutes.pdf,"May 1, 2019",2019-05-01,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,No action found,N/A,Accepted,https://your-website.com/estero-pdfs/2019-05-01 Council Meeting Approved Minutes.pdf
2019-05-15 Council Meeting Approved Minutes.pdf,"May 15, 2019",2019-05-15,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,N/A,Meeting Cancelled,SS,Cancelled,https://your-website.com/estero-pdfs/2019-05-15 Council Meeting Approved Minutes.pdf
2019-06-05 Council Meeting Approved Minutes.pdf,"June 5, 2019",2019-06-05,Village Council,"US 41, Estero, FL",9:30 am,12:29 pm,Approved Councilmember Levitan's attendance via teleconference | Approved removing Agenda Item 6 (c) Right of Way Review Services RFQ 2019-02 and approved the agenda as revised | Approved the Consent Agenda | Adopted Resolution No. 2019-04 approving the Miromar Factory Outlet III Replat | Adopted Resolution No. 2019-05 approving the Joint Participation Agreement (JPA) for the US 41 Landscape Improvements Project,SS,Accepted,https://your-website.com/estero-pdfs/2019-06-05 Council Meeting Approved Minutes.pdf
2019-06-26 Council Meeting Approved Minutes.pdf,"June 26, 2019",2019-06-26,Village Council,"US 41 and Estero Parkway, Estero, FL",9:30 am,10:33 am,"Approved the agenda. Village Council Meeting Final Action Agenda/Minutes - June 26, 2019 Page 1 of 6 | Approved the Consent Agenda | Adopted Resolution No. 2019-06 | Approved a letter to be sent to Lee County, from Village Manager Sarkozy, requesting Lee County disaster response services, in the case of a Lee County declared emergency | Approved Supplemental Task Authorization (STA)-3 under CN 2018-02 Miscellaneous Professional Services to Kisinger Campo & Associates, Corp. to perform a suite of construction, engineering and inspection (CEI) services for the Estero Parkway Roadway Improvements Project | (1) Adopted Resolution No. 2019-07 Approving the First Budget Amendment for Fiscal Year 201 8-2019; and Providing an Effective Date. (2) Approved award of Request for Bids No. RFB 2019-05, US 41 Landscape Improvements to Superior Landscaping & Lawn Service, Inc. at a Grand Total Cost of $956,594.87. (3) Authorized the Village Manager to execute the contract and any other related ancillary documents on behalf of the Village of Estero Council | Approved the ranking of firms by the evaluation committee as follows: 1) Tetra Tech, Inc., 2) T.Y. Lin International; authorize the negotiation of a contract with the number one ranked firm Tetra Tech, Inc.; approved compensation under the contract up to a not-to-exceed expenditure amount of $143,000; and, authorized the Village Manager to execute the final negotiated contract on behalf of the Village ofEstero Council",SS,Accepted,https://your-website.com/estero-pdfs/2019-06-26 Council Meeting Approved Minutes.pdf
2019-07-10 Council Meeting Approved Minutes.pdf,"July 10, 2019",2019-07-10,Village Council,"Coconut Road, Estero, FL",9:30 am,Unknown,"Approved the agenda with revisions | Approved the Consent Agenda, pulling Agenda Item 4 (c) First Reading of Ordinances Amending/Repealing Lee County Regulations for discussion under Agenda Item (5) | Passed first reading of Ordinances No. 2019-14 through 201 9-20 and schedules second reading and public hearings for October 2, 2019 | Authorized the Village Manager to sign the letter of support to Ms. Rona Kay Cradit, Bureau Chief, Office of Criminal Justice Grants, Florida Department of Law Enforcement | 1) Approved the contract with Kisinger Campo & Associates, Corp.to provide professional engineering services to proceed with the design and permitting services work required for the Coconut Road Crosswalks and Drainage Improvements. 2) Authorized the Village Manager to execute the contract on behalf of the Village ofEstero Council | 1) Approved the contract with FGCU to provide water quality monitoring and bacteria/nutrient source identification services. 2) Authorized the Village Manager to execute the contract on behalf of the Village ofEstero Council | 1) Approved the contract with CW3 Engineering, Inc. for the engagement of a consultant to fill the role of Public Works Project Manager. 2) Authorized the Village Manager to execute an agreement on behalf of the Village ofEstero Council | Moved to second public hearing; staff to include revisions in the document",MG,Accepted,https://your-website.com/estero-pdfs/2019-07-10 Council Meeting Approved Minutes.pdf
2019-07-24 Council Meeting Approved Minutes.pdf,"July 24, 2019",2019-07-24,Village Council,"Estero River, Estero, FL",9:30 am,10:48 am,"Approved the agenda | Approved the Consent Agenda | Adopted Resolution No. 2019-10 | Adopted Resolution No. 2019-11 and authorized the Village Mayor to execute the agreement on behalf of the Village ofEstero Council | 1) Approved the contract with Coastal Engineering Consultants, Inc. for the performance of a sedimentation analysis of the Estero River. 2) Authorized the Village Manager to execute an agreement on behalf of the Village of Estero Council | Adopted Resolution No. 2019-09 | Passed first reading of Ordinance No. 2019-23 and approved transmittal of CPA 2019-01 | Passed first reading of Ordinance No. 2019-24 and approved transmittal of CPA 2019-02 | Passed first reading of Ordinance No. 2019-25. Village Council Meeting Final Action Agenda/Minutes - July 24, 2019 Page 6 of 7",SS,Accepted,https://your-website.com/estero-pdfs/2019-07-24 Council Meeting Approved Minutes.pdf
2019-09-04 Council Meeting Approved Minutes.pdf,"September 4, 2019",2019-09-04,Village Council,"Corkscrew Road and Three Oaks Parkway, Estero, FL",5:30 pm,7:05 pm,"Approved Councilmember Levitan's attendance via teleconference | Approved the agenda, with the addition of Agenda Item 10 (c) Resolution No. 2019-15 | Approved the Consent Agenda | Adopted Resolution No. 2019-12 | Adopted Resolution No. 2019-13 | Continued first reading of Ordinance No. 2019-27 and referred it to the Design Review Board to review the concems/issues that Councilmembers raised related to: the lack of details in the Pattern Book; landscaping buffer (berm) details on the north side of the property; additional detail on landscaping along Corkscrew Road and Three Oaks Parkway; the failing condition of the roadway in front of the property; utilities shielding; information related to the opening date of the business and how it coincides with the interchange improvements; reduction of parking spaces and possibility of increasing the number of handicap spaces; vehicle stacking; improvement to the building architecture, specifically the flat surfaces; minimal amount of outdoor seats; and the site plan | Passed first reading of Ordinance No. 2019-28 | Approved Supplemental Task Authorization (STA)-l under CN 2018-02 Miscellaneous Professional Services to Banks Engineering to perform a suite of design services for the Water and Sewer Expansion Project | Tabled this agenda item until the Staff can get more information. Village Council Meeting Final Action Agenda/Minutes - September 4, 2019 Page 6 of 8 | Adopted Resolution No. 2019-15",SS,Accepted,https://your-website.com/estero-pdfs/2019-09-04 Council Meeting Approved Minutes.pdf
2019-09-18 Council Meeting Approved Minutes.pdf,"September 18, 2019",2019-09-18,Village Council,"Estero Parkway, Estero, FL",5:30 pm,7:50 pm,"Approved the agenda | Adopted Resolution No. 2019-16 with a rate of 0.7726 mills | Adopted Resolution No. 2019-17 | Adopted Resolution No. 2019-18 | Adopted Resolution No. 2019-19 | Motion failed | Approved Option 2: Approved award of Request for Bids No. RFB 2019-06; Estero Parkway Roadway and Landscape Improvements to Cougar Contracting LLC at a Grand Total Cost of $7,262,000. Excluding the bid alternate for roadway lighting. Approved a contingency fund amount of $727,000 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur. The budget for Estero Parkway is $9,300,000 which would fully fund the total project costs of $8,973,000. Authorized the Village Manager to execute the contract and any other related ancillary documents on behalf of the Village ofEstero Council. Additionally, within 90 days, have staff come back to Council with information regarding value engineering and direct staff to identify potential streetlight standards and present potential alternatives and costs, including maintenance costs and information related to solar powered lights | Approved Master Interlocal Agreement Regarding Distribution Formula for Allocation of Revenue from Local Option Fuel Tax among Lee County, City ofBonita Springs, City of Cape Coral, City of Fort Myers, City ofSanibel, Town of Fort Myers Beach and the Village ofEstero. Village Council Meeting Final Action Agenda/Minutes - September 18, 2019 Page 6 of 7",SS,Accepted,https://your-website.com/estero-pdfs/2019-09-18 Council Meeting Approved Minutes.pdf
2019-09-25 Council Meeting Approved Minutes.pdf,"September 25, 2019",2019-09-25,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,Adopted the Compliance Agreement | Adopted Ordinance No. 2019-24 | Adopted Ordinance No. 2019-25,SS,Accepted,https://your-website.com/estero-pdfs/2019-09-25 Council Meeting Approved Minutes.pdf
201910-02 Council Meeting Approved Minutes.pdf,"October 16, 2019",2019-10-16,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",5:30 pm,Unknown,"Approved the agenda | Adopted Resolution No. 2019-21 with an effective date of September 1, 2019 | Adopted Ordinance No. 2019-28 | Adopted Ordinance No. 2019-14 | Adopted Ordinance No. 2019-15 | Adopted Ordinance No. 2019-16 | Adopted Ordinance No. 2019-17 | Adopted Ordinance No. 2019-18 with a correction on line #1311 leaving the word sheriff in | Adopted Ordinance No. 2019-19 | Adopted Ordinance No. 2019-2020",TD/KH,Accepted,https://your-website.com/estero-pdfs/201910-02 Council Meeting Approved Minutes.pdf
