ProjectName,Board,MeetingFormat,MeetingType,MeetingDate,ArcGIS_Date,MeetingYear,Status,AgendaItemID,AgendaItemNumber,AgendaItemType,ProjectTitle,Summary,ActionTaken,Outcome,MotionText,ProposedBy,SecondedBy,VoteResult,ApplicantName,ApplicationID,District,LocationName,Location,Latitude,Longitude,GeocodeConfidence,StaffCode,Filename,Document_Link,RecordType
Septic to Sewer,Village Council,Regular Meeting,Village Council,2022-02-02,2022-02-02,2022,Accepted,793,6,Vote,CN 2022-03 Broadway West UEP Design and Permitting Services,CN 2022-03 Broadway West UEP Design and Permitting Services. Action: Approved the consultants ranking for Broadway Avenue West Utilities Extension Project (UE,Approved the consultants ranking for Broadway Avenue West Utilities Extension Project (UE,Approved the consultants ranking for Broadway Avenue West Utilities Extension Project (UE,Approved the consultants ranking for Broadway Avenue West Utilities Extension Project (UE,,,Detected,,CN 2022-03,,"Broadway Avenue West from US 41 to Pine Tree Lane, Estero, FL","Broadway Avenue West from US 41 to Pine Tree Lane, Estero, FL",26.441876807456,-81.822814751334,0.95,TD/CS,02022022 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/02022022%20minutes.pdf,AgendaItemLocation
Septic to Sewer,Village Council,Regular Meeting,Village Council,2022-05-18,2022-05-18,2022,Cancelled,838,8,Contract Approval,"Broadway Ave. West Utility Extension Project Design and Permitting Contract - Johnson Engineering, Inc","Broadway Ave. West Utility Extension Project Design and Permitting Contract - Johnson Engineering, Inc. Action: Approved the contract with Johnson Engineering, Inc. to provide design and permitting services Broadway Ave. West UEP in the amount of $1,060,763, approve a contingency fund amount of $106,000 (an amount equal to 10% of the total project cos","Approved the contract with Johnson Engineering, Inc. to provide design and permitting services Broadway Ave. West UEP in the amount of $1,060,763, approve a contingency fund amount of $106,000 (an amount equal to 10% of the total project cos","Approved the contract with Johnson Engineering, Inc. to provide design and permitting services Broadway Ave. West UEP in the amount of $1,060,763, approve a contingency fund amount of $106,000 (an amount equal to 10% of the total project cos","Approved the contract with Johnson Engineering, Inc. to provide design and permitting services Broadway Ave. West UEP in the amount of $1,060,763, approve a contingency fund amount of $106,000 (an amount equal to 10% of the total project cos",,,Detected,Johnson Engineering,,,"Broadway Avenue West from US 41 to Pine Tree Lane, Estero, FL","Broadway Avenue West from US 41 to Pine Tree Lane, Estero, FL",26.441876807456,-81.822814751334,0.95,TD/CS,05182022 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/05182022%20minutes.pdf,AgendaItemLocation
Coconut Point Honda-Appeal of Planning and Zoning Board Action Mayor Batos explained the quasi-judicial hearing process. Audience members and staff presenting testimony were sworn in by,Village Council,Regular Meeting,Village Council,2016-10-19,2016-10-19,2016,Cancelled,183,7,Unknown,Coconut Point Honda-Appeal of Planning and Zoning Board Action Mayor Batos explained the quasi-judicial hearing process. Audience members and staff presenting testimony were sworn in by,Coconut Point Honda-Appeal of Planning and Zoning Board Action Mayor Batos explained the quasi-judicial hearing process. Audience members and staff presenting testimony were sworn in by. Action: Remanded to Planning and Zoning Board,Remanded to Planning and Zoning Board,Remanded to Planning and Zoning Board,,,,See minutes,,,,Coconut Point,"Coconut Point, Estero, FL",26.4038818,-81.8077365,0.9,,101916 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/101916%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation
Corkscrew Road,Village Council,Regular Meeting,Village Council,2017-01-04,2017-01-04,2017,Accepted,35,5,Contract Approval,Traffic Signal Maintenance Agreement with Lee County This agreement will provide the Village with maintenance services for the traffic signal intersection at Via Coconut Point and Coconut Road,Traffic Signal Maintenance Agreement with Lee County This agreement will provide the Village with maintenance services for the traffic signal intersection at Via Coconut Point and Coconut Road. Action: Approved the Traffic Signal Maintenance Agreement with Lee County,Approved the Traffic Signal Maintenance Agreement with Lee County,Approved the Traffic Signal Maintenance Agreement with Lee County,Approved the Traffic Signal Maintenance Agreement with Lee County,,,Unanimous,Lee County This agreement will provide the Village with maintenance services,,,Coconut Point,"Coconut Point, Estero, FL",26.4038818,-81.8077365,0.9,DR/GR,010417 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/010417%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation
"Ordinance No. 2016-10 An Ordinance of the Village Council of the Village ofEstero, Florida, Correcting a Development Order and Zoning Resolution Issued by Lee County for the Coconut Point Development of Regional Impact for Property Bounded by US 4...",Village Council,Regular Meeting,Village Council,2016-08-17,2016-08-17,2016,Accepted,150,10,Ordinance,"Ordinance No. 2016-10 An Ordinance of the Village Council of the Village ofEstero, Florida, Correcting a Development Order and Zoning Resolution Issued by Lee County for the Coconut Point Development of Regional Impact for Property Bounded by US 4...","Ordinance No. 2016-10 An Ordinance of the Village Council of the Village ofEstero, Florida, Correcting a Development Order and Zoning Resolution Issued by Lee County for the Coconut Point Development of Regional Impact for Property Bounded by US 41 on the. Action: Passed first reading of Ordinance No. 2016",Passed first reading of Ordinance No. 2016,Passed first reading of Ordinance No. 2016,Passed first reading of Ordinance No. 2016,,,Detected,,Ordinance No. 2016-10,,Coconut Point,"Coconut Point, Estero, FL",26.4038818,-81.8077365,0.9,DA/MI,081716 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/081716%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation
"Ordinance No. 2017-02 An Ordinance of the Village Council of the Village ofEstero, Florida, (Approving) (Denying) Zoning and DRI Development Order Amendments for the Coconut Point Mixed Use Planned Development and Development of Regional Impact fo...",Village Council,Regular Meeting,Village Council,2017-02-15,2017-02-15,2017,Accepted,249,9,Ordinance,"Ordinance No. 2017-02 An Ordinance of the Village Council of the Village ofEstero, Florida, (Approving) (Denying) Zoning and DRI Development Order Amendments for the Coconut Point Mixed Use Planned Development and Development of Regional Impact fo...","Ordinance No. 2017-02 An Ordinance of the Village Council of the Village ofEstero, Florida, (Approving) (Denying) Zoning and DRI Development Order Amendments for the Coconut Point Mixed Use Planned Development and Development of Regional Impact for Proper. Action: Continued first reading of Ordinance No. 2017",Continued first reading of Ordinance No. 2017,Continued first reading of Ordinance No. 2017,Continued first reading of Ordinance No. 2017,,,Detected,,Ordinance No. 2017-02,,Coconut Point,"Coconut Point, Estero, FL",26.4038818,-81.8077365,0.9,DR/GR,021517 Council Meeting  Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/021517%20Council%20Meeting%20%20Approved%20Minutes.pdf,AgendaItemLocation
"Ordinance No. 2017-02 An Ordinance of the Village Council of the Village ofEstero, Florida, (Approving) (Denying) Zoning and DRI Development Order Amendments for the Coconut Point Mixed Use Planned Development and Development of Regional Impact fo...",Village Council,Regular Meeting,Village Council,2017-06-21,2017-06-21,2017,Accepted,300,4,Ordinance,"Ordinance No. 2017-02 An Ordinance of the Village Council of the Village ofEstero, Florida, (Approving) (Denying) Zoning and DRI Development Order Amendments for the Coconut Point Mixed Use Planned Development and Development of Regional Impact fo...","Ordinance No. 2017-02 An Ordinance of the Village Council of the Village ofEstero, Florida, (Approving) (Denying) Zoning and DRI Development Order Amendments for the Coconut Point Mixed Use Planned Development and Development of Regional Impact for Proper. Action: Passed first reading of Ordinance No. 2017-02 with the condition that it goes back to the Planning and Zoning Board for a new recommendation of the modified plan",Passed first reading of Ordinance No. 2017-02 with the condition that it goes back to the Planning and Zoning Board for a new recommendation of the modified plan,Passed first reading of Ordinance No. 2017-02 with the condition that it goes back to the Planning and Zoning Board for a new recommendation of the modified plan,Passed first reading of Ordinance No. 2017-02 with the condition that it goes back to the Planning and Zoning Board for a new recommendation of the modified plan,,,Unanimous,,Ordinance No. 2017-02,,Coconut Point,"Coconut Point, Estero, FL",26.4038818,-81.8077365,0.9,,062117 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/062117%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation
"Resolution No. 2017-01 A Resolution of the Village Council of the Village of Estero, Florida, Approving the City Mattress at Coconut Point Plat; and Providing an Effective Date",Village Council,Regular Meeting,Village Council,2017-01-04,2017-01-04,2017,Accepted,32,2,Consent Agenda,"Resolution No. 2017-01 A Resolution of the Village Council of the Village of Estero, Florida, Approving the City Mattress at Coconut Point Plat; and Providing an Effective Date","Resolution No. 2017-01 A Resolution of the Village Council of the Village of Estero, Florida, Approving the City Mattress at Coconut Point Plat; and Providing an Effective Date. Action: Approved the consent agenda as revised; agenda item 3 pulled and rescheduled for the January 18, 2017 meeting","Approved the consent agenda as revised; agenda item 3 pulled and rescheduled for the January 18, 2017 meeting","Approved the consent agenda as revised; agenda item 3 pulled and rescheduled for the January 18, 2017 meeting","Approved the consent agenda as revised; agenda item 3 pulled and rescheduled for the January 18, 2017 meeting",,,Unanimous,,Resolution No. 2017-01,,Coconut Point,"Coconut Point, Estero, FL",26.4038818,-81.8077365,0.9,DR/GR,010417 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/010417%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation
"Resolution No. 2017-01 A Resolution of the Village Council of the Village of Estero, Florida, Approving the City Mattress at Coconut Point Plat; and Providing an Effective Date",Village Council,Regular Meeting,Village Council,2017-01-18,2017-01-18,2017,Accepted,229,3,Resolution,"Resolution No. 2017-01 A Resolution of the Village Council of the Village of Estero, Florida, Approving the City Mattress at Coconut Point Plat; and Providing an Effective Date","Resolution No. 2017-01 A Resolution of the Village Council of the Village of Estero, Florida, Approving the City Mattress at Coconut Point Plat; and Providing an Effective Date. Action: Adopted Resolution No. 2017",Adopted Resolution No. 2017,Adopted Resolution No. 2017,Adopted Resolution No. 2017,,,Detected,,Resolution No. 2017-01,,Coconut Point,"Coconut Point, Estero, FL",26.4038818,-81.8077365,0.9,DR/GR,011817 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/011817%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation
Via Coconut Point Landscape Design Contract,Village Council,Regular Meeting,Village Council,2021-06-02,2021-06-02,2021,Accepted,694,3,Contract Approval,Via Coconut Point Landscape Design Contract,"Via Coconut Point Landscape Design Contract. Action: Approved award of Supplemental Task Authorization (STA) - 04 Contract EC 2020-42 to Bruce Howard & Associates under the Village's Misc. Service Contract CN 2020-01 in the amount of $60,000, approve award of Supplemental Task Authorization (STA) - 03 Contract EC 2020-67 to RWA Engineering under the Village's Misc. Service Contract CN 2020-01 in the amount of $11,700, approve a contingency fund amount of $7,200 (an amount equal to 10% of the...","Approved award of Supplemental Task Authorization (STA) - 04 Contract EC 2020-42 to Bruce Howard & Associates under the Village's Misc. Service Contract CN 2020-01 in the amount of $60,000, approve award of Supplemental Task Authorization (STA) - 03 Contract EC 2020-67 to RWA Engineering under the Village's Misc. Service Contract CN 2020-01 in the amount of $11,700, approve a contingency fund amount of $7,200 (an amount equal to 10% of the total project cos","Approved award of Supplemental Task Authorization (STA) - 04 Contract EC 2020-42 to Bruce Howard & Associates under the Village's Misc. Service Contract CN 2020-01 in the amount of $60,000, approve award of Supplemental Task Authorization (STA) - 03 Contract EC 2020-67 to RWA Engineering under the Village's Misc. Service Contract CN 2020-01 in the amount of $11,700, approve a contingency fund amount of $7,200 (an amount equal to 10% of the total project cos","Approved award of Supplemental Task Authorization (STA) - 04 Contract EC 2020-42 to Bruce Howard & Associates under the Village's Misc. Service Contract CN 2020-01 in the amount of $60,000, approve award of Supplemental Task Authorization (STA) - 03 Contract EC 2020-67 to RWA Engineering under the Village's Misc. Service Contract CN 2020-01 in the amount of $11,700, approve a contingency fund amount of $7,200 (an amount equal to 10% of the total project cos",,,Detected,,EC 2020-42,,Coconut Point,"Coconut Point, Estero, FL",26.4038818,-81.8077365,0.9,TD/CS,06022021 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/COUNCIL/06022021%20minutes.pdf,AgendaItemLocation
